0	29	0	0	0	0	26	22	0	0	0	0	0	0	0	25	59	0	0	0	0	0	0	0
25	0	0	0	0	0	18	0	0	0	0	0	0	0	37	0	47	0	0	0	37	0	36	0
0	0	0	0	0	48	0	0	46	36	51	0	0	0	0	0	0	0	0	0	34	0	0	29
0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	34	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	36	52	0	0
35	50	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
45	0	0	40	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0
0	0	23	0	0	65	0	0	0	27	0	45	0	0	0	0	0	0	48	0	0	46	0	0
0	0	43	0	0	0	0	0	58	0	39	55	45	43	0	0	0	0	23	0	0	0	0	0
0	0	59	0	0	0	0	0	0	45	0	0	50	0	0	9	0	37	0	0	0	0	0	0
0	0	0	0	0	0	0	0	34	43	0	0	0	0	0	0	0	0	37	0	0	0	0	0
0	0	0	0	0	0	0	0	0	5	41	0	0	40	0	6	26	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	8	0	0	66	0	36	0	55	0	44	35	0	0	0	0
0	27	0	0	0	0	0	0	0	0	0	0	0	46	0	0	46	0	0	33	0	0	48	0
36	0	0	0	0	0	0	37	0	0	46	0	37	0	0	0	20	0	0	0	0	0	0	0
30	45	0	0	0	0	0	0	0	0	0	0	47	49	37	24	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	51
0	0	0	0	0	0	0	0	36	37	0	55	0	46	0	0	0	0	0	29	0	37	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	43	35	0	0	0	42	0	0	38	37	0
0	0	44	0	0	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	54	37
0	0	0	0	0	56	0	0	35	0	0	0	0	0	0	0	0	0	57	47	32	0	37	0
0	6	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	36	32	6	0	0
0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	28	0	0	0
